time,irradiance,H_sun,T2m,WS10m,Int,irradianceTotal
20231103:0210,0,0,8.58,4.55,0,0
20231103:0310,0,0,8.22,4.28,0,0
20231103:0410,0,0,7.92,4.14,0,0
20231103:0510,0,0,7.69,4,0,0
20231103:0610,0,0,7.54,3.72,0,0
20231103:0710,0,0,7.72,3.79,0,0
20231103:0810,35,7.84,7.92,3.38,0,12600
20231103:0910,154.34,14.69,8.93,3.17,0,55562.4
20231103:1010,249.97,19.86,9.99,3.59,0,89989.2
20231103:1110,318.53,22.88,10.73,3.93,0,114670.8
20231103:1210,498.71,23.43,11.38,3.79,0,179535.6
20231103:1310,522.67,21.44,11.58,3.59,0,188161.2
20231103:1410,467.71,17.14,11.79,4.14,0,168375.6
20231103:1510,347.19,10.96,10.69,4.62,0,124988.4
20231103:1610,18.1,3.36,10.06,4.41,0,6516
20231103:1710,0,0,8.98,4.07,0,0
20231103:1810,0,0,8.24,3.79,0,0
20231103:1910,0,0,7.99,3.59,0,0
20231103:2010,0,0,7.43,3.17,0,0
20231103:2110,0,0,7.2,3.31,0,0
20231103:2210,0,0,6.97,2.97,0,0
20231103:2310,0,0,6.82,2.55,0,0
20231104:0010,0,0,6.45,2.69,0,0
20231104:0110,0,0,6.23,3.1,0,0
20231104:0210,0,0,6.1,3.1,0,0
20231104:0310,0,0,6.21,3.17,0,0
20231104:0410,0,0,6.67,3.72,0,0
20231104:0510,0,0,7.45,4.55,0,0
20231104:0610,0,0,7.94,5.93,0,0
20231104:0710,0,0,8.3,6.14,0,0
20231104:0810,52.62,7.57,8.27,7.17,0,18943.2
20231104:0910,34.06,14.4,8.44,5.24,0,12261.6
20231104:1010,268.81,19.56,9.18,2.97,0,96771.6
20231104:1110,689.27,22.57,10.02,5.03,0,248137.2
20231104:1210,490.37,23.12,10.83,5.79,0,176533.2
20231104:1310,369.45,21.14,11.2,5.66,0,133002
20231104:1410,367.14,16.86,11.35,5.24,0,132170.4
20231104:1510,256.12,10.69,11.22,4.69,0,92203.2
20231104:1610,16.29,3.11,10.54,3.38,0,5864.4
20231104:1710,0,0,9.53,2.62,0,0
20231104:1810,0,0,8.77,2.14,0,0
20231104:1910,0,0,7.92,2.14,0,0
20231104:2010,0,0,7.19,2,0,0
20231104:2110,0,0,6.75,1.72,0,0
20231104:2210,0,0,6.07,1.31,0,0
20231104:2310,0,0,5.61,1.31,0,0
20231105:0010,0,0,5.11,2,0,0
20231105:0110,0,0,6.11,2.83,0,0
20231105:0210,0,0,7.02,4.07,0,0
20231105:0310,0,0,7.47,4.76,0,0
20231105:0410,0,0,7.55,5.03,0,0
20231105:0510,0,0,7.39,4.76,0,0
20231105:0610,0,0,7.07,4.48,0,0
20231105:0710,0,0,6.93,4.41,0,0
20231105:0810,202.66,7.3,7.32,4.55,0,72957.6
20231105:0910,432.72,14.12,8.38,4.55,0,155779.2
20231105:1010,522.19,19.26,9.64,4.76,0,187988.4
20231105:1110,675.76,22.26,10.38,5.79,0,243273.6
20231105:1210,685,22.81,10.68,5.72,0,246600
20231105:1310,659.1,20.84,10.84,6.21,0,237276
20231105:1410,415.14,16.58,10.9,6,0,149450.4
20231105:1510,263.04,10.43,10.82,5.66,0,94694.4
20231105:1610,12.67,2.86,10.17,4.9,0,4561.2
20231105:1710,0,0,9.31,4.48,0,0
20231105:1810,0,0,8.55,4.48,0,0
20231105:1910,0,0,8.59,4.9,0,0
20231105:2010,0,0,8.3,4.97,0,0
20231105:2110,0,0,8.11,5.03,0,0
20231105:2210,0,0,8.03,5.1,0,0
20231105:2310,0,0,8,5.03,0,0
20231106:0010,0,0,8.09,5.03,0,0
20231106:0110,0,0,8.13,4.76,0,0
20231106:0210,0,0,8.09,4.34,0,0
20231106:0310,0,0,7.95,4,0,0
20231106:0410,0,0,7.54,3.59,0,0
20231106:0510,0,0,7.08,3.24,0,0
20231106:0610,0,0,6.68,3.1,0,0
20231106:0710,0,0,6.67,3.31,0,0
20231106:0810,32.16,7.03,6.99,3.38,0,11577.6
20231106:0910,226.54,13.84,8.52,3.79,0,81554.4
20231106:1010,583.99,18.96,9.98,3.93,0,210236.4
20231106:1110,363.31,21.96,11.07,5.86,0,130791.6
20231106:1210,424.74,22.51,11.5,6.34,0,152906.4
20231106:1310,702.48,20.55,11.54,6.21,0,252892.8
20231106:1410,463.77,16.3,11.09,5.38,0,166957.2
20231106:1510,251.59,10.17,10.64,5.24,0,90572.4
20231106:1610,8.15,2.62,9.88,5.03,0,2934
20231106:1710,0,0,8.98,4.41,0,0
20231106:1810,0,0,8.51,4.34,0,0
20231106:1910,0,0,8.32,4.41,0,0
20231106:2010,0,0,7.95,4.41,0,0
20231106:2110,0,0,7.53,4.14,0,0
20231106:2210,0,0,7.44,3.79,0,0
20231106:2310,0,0,7.36,3.45,0,0
20231107:0010,0,0,7.05,3.31,0,0
20231107:0110,0,0,6.98,3.31,0,0
20231107:0210,0,0,6.68,3.24,0,0
20231107:0310,0,0,6.46,3.17,0,0
20231107:0410,0,0,6.33,3.38,0,0
20231107:0510,0,0,6.4,3.38,0,0
20231107:0610,0,0,6.3,3.38,0,0
20231107:0710,0,0,6.78,3.86,0,0
20231107:0810,192.81,6.77,7.2,3.79,0,69411.6
20231107:0910,444.18,13.56,8.44,4,0,159904.8
20231107:1010,399.04,18.67,9.65,4.28,0,143654.4
20231107:1110,591.16,21.66,10.45,5.45,0,212817.6
20231107:1210,684.92,22.21,10.71,5.38,0,246571.2
20231107:1310,522.9,20.26,10.97,5.52,0,188244
20231107:1410,444.34,16.03,11.01,5.24,0,159962.4
20231107:1510,257.35,9.92,10.76,4.76,0,92646
20231107:1610,9.96,2.39,10.05,4.28,0,3585.6
20231107:1710,0,0,8.87,3.72,0,0
20231107:1810,0,0,8.06,3.31,0,0
20231107:1910,0,0,7.64,2.9,0,0
20231107:2010,0,0,7.28,3.17,0,0
20231107:2110,0,0,7.14,3.31,0,0
20231107:2210,0,0,7.07,3.17,0,0
20231107:2310,0,0,7.01,3.24,0,0
20231108:0010,0,0,7.12,3.52,0,0
20231108:0110,0,0,7.42,3.86,0,0
20231108:0210,0,0,7.93,4.34,0,0
20231108:0310,0,0,8.33,4.83,0,0
20231108:0410,0,0,8.51,5.38,0,0
20231108:0510,0,0,8.73,6.14,0,0
20231108:0610,0,0,9.2,6.83,0,0
20231108:0710,0,0,10.19,7.52,0,0
20231108:0810,24.6,6.5,11.06,8.28,0,8856
20231108:0910,68.13,13.28,11.76,7.86,0,24526.8
20231108:1010,64.33,18.38,12.02,6.48,0,23158.8
20231108:1110,173.5,21.37,11.3,5.72,0,62460
20231108:1210,248.73,21.92,10.73,4.69,0,89542.8
20231108:1310,306.32,19.98,10.43,4.28,0,110275.2
20231108:1410,158.55,15.76,10.17,3.93,0,57078
20231108:1510,81.08,9.67,9.65,3.24,0,29188.8
20231108:1610,5.43,2.16,8.93,2.69,0,1954.8
20231108:1710,0,0,7.92,2.28,0,0
20231108:1810,0,0,7.27,2.14,0,0
20231108:1910,0,0,7.11,2.34,0,0
20231108:2010,0,0,6.96,2.41,0,0
20231108:2110,0,0,6.89,2.76,0,0
20231108:2210,0,0,6.91,3.24,0,0
20231108:2310,0,0,7.11,3.86,0,0
20231109:0010,0,0,7.52,4.41,0,0
20231109:0110,0,0,7.57,4.55,0,0
20231109:0210,0,0,7.5,4.48,0,0
20231109:0310,0,0,7.3,4.34,0,0
20231109:0410,0,0,7.01,4.21,0,0
20231109:0510,0,0,6.81,4.28,0,0
20231109:0610,0,0,6.75,4.41,0,0
20231109:0710,0,0,7.15,4.21,0,0
20231109:0810,6.62,6.24,7.02,4.55,0,2383.2
20231109:0910,170.59,13.01,7.31,5.17,0,61412.4
20231109:1010,213.25,18.1,7.95,4.48,0,76770
20231109:1110,655.73,21.08,8.53,5.66,0,236062.8
20231109:1210,640.95,21.63,8.96,6,0,230742
20231109:1310,48.24,19.71,9.13,7.1,0,17366.4
20231109:1410,158.3,15.5,8.64,7.31,0,56988
20231109:1510,31.22,9.43,8.21,7.1,0,11239.2
20231109:1610,0.91,1.93,7.68,7.03,0,327.6
20231109:1710,0,0,7.16,7.03,0,0
20231109:1810,0,0,7.16,6.62,0,0
20231109:1910,0,0,7.13,6.21,0,0
20231109:2010,0,0,7.13,6.14,0,0
20231109:2110,0,0,7.32,5.66,0,0
20231109:2210,0,0,7.49,5.38,0,0
20231109:2310,0,0,7.24,5.03,0,0
20231110:0010,0,0,7.19,4.76,0,0
20231110:0110,0,0,7.25,4.34,0,0
20231110:0210,0,0,7.05,4.41,0,0
20231110:0310,0,0,7.1,4.34,0,0
20231110:0410,0,0,7.17,4.07,0,0
20231110:0510,0,0,7.34,3.86,0,0
20231110:0610,0,0,6.96,3.24,0,0
20231110:0710,0,0,7.48,3.52,0,0
20231110:0810,52.05,5.98,7.64,2.14,0,18738
20231110:0910,237.55,12.74,7.74,3.72,0,85518
20231110:1010,293.24,17.82,7.56,5.52,0,105566.4
20231110:1110,582.19,20.79,8.24,6.14,0,209588.4
20231110:1210,713.42,21.35,9.07,5.86,0,256831.2
20231110:1310,149.63,19.43,9.59,5.72,0,53866.8
20231110:1410,292.48,15.25,9.72,5.17,0,105292.8
20231110:1510,210.46,9.19,9.61,4.48,0,75765.6
20231110:1610,5.43,1.71,8.63,3.86,0,1954.8
20231110:1710,0,0,7.38,3.45,0,0
20231110:1810,0,0,6.41,3.24,0,0
20231110:1910,0,0,5.99,2.9,0,0
20231110:2010,0,0,5.58,2.76,0,0
20231110:2110,0,0,5.43,2.55,0,0
20231110:2210,0,0,5.22,2.41,0,0
20231110:2310,0,0,5.05,2.41,0,0
20231111:0010,0,0,4.82,2.48,0,0
20231111:0110,0,0,4.71,2.69,0,0
20231111:0210,0,0,4.76,2.69,0,0
20231111:0310,0,0,4.74,2.62,0,0
20231111:0410,0,0,4.58,2.48,0,0
20231111:0510,0,0,4.23,2.34,0,0
20231111:0610,0,0,3.64,2.21,0,0
20231111:0710,0,0,3.04,2.21,0,0
20231111:0810,100.41,5.73,2.57,1.93,0,36147.6
20231111:0910,394.79,12.47,4.2,1.38,0,142124.4
20231111:1010,584.42,17.54,7.21,1.59,0,210391.2
20231111:1110,676.4,20.51,8.21,1.79,0,243504
20231111:1210,733.6,21.07,8.91,1.31,0,264096
20231111:1310,372.58,19.17,9.22,0.48,0,134128.8
20231111:1410,173.55,15,9.34,0.55,0,62478
20231111:1510,83.38,8.96,9.17,1.03,0,30016.8
20231111:1610,1.81,1.5,8.46,1.66,0,651.6
20231111:1710,0,0,6.68,2.41,0,0
20231111:1810,0,0,5.66,2.76,0,0
20231111:1910,0,0,5.42,2.97,0,0
20231111:2010,0,0,5.3,3.17,0,0
20231111:2110,0,0,5.28,3.17,0,0
20231111:2210,0,0,5.23,3.31,0,0
20231111:2310,0,0,5.26,3.66,0,0
20231112:0010,0,0,5.42,3.86,0,0
20231112:0110,0,0,5.58,3.79,0,0
20231112:0210,0,0,5.74,3.66,0,0
20231112:0310,0,0,5.8,3.52,0,0
20231112:0410,0,0,5.86,3.24,0,0
20231112:0510,0,0,5.72,3.03,0,0
20231112:0610,0,0,5.75,2.69,0,0
20231112:0710,0,0,6.15,2.9,0,0
20231112:0810,19.87,5.47,6.47,3.1,0,7153.2
20231112:0910,24.6,12.2,6.93,3.31,0,8856
20231112:1010,57.7,17.26,7.62,3.93,0,20772
20231112:1110,87.98,20.23,8.18,4.48,0,31672.8
20231112:1210,62.43,20.8,8.61,4.41,0,22474.8
20231112:1310,259.35,18.91,9.2,3.66,0,93366
20231112:1410,58.65,14.76,9.91,2.9,0,21114
20231112:1510,17.97,8.74,10.14,2.69,0,6469.2
20231112:1610,0,0,10.08,2.83,0,0
20231112:1710,0,0,10.4,2.97,0,0
20231112:1810,0,0,10.57,4.9,0,0
20231112:1910,0,0,9.88,3.79,0,0
20231112:2010,0,0,9.33,3.66,0,0
20231112:2110,0,0,9.11,3.03,0,0
20231112:2210,0,0,9.04,3.03,0,0
20231112:2310,0,0,9.21,3.17,0,0
20231113:0010,0,0,9.5,3.52,0,0
20231113:0110,0,0,9.98,3.93,0,0
20231113:0210,0,0,10.66,4.97,0,0
20231113:0310,0,0,11.31,6,0,0
20231113:0410,0,0,12.68,6.83,0,0
20231113:0510,0,0,13.1,7.45,0,0
20231113:0610,0,0,13.33,7.45,0,0
20231113:0710,0,0,13.66,7.66,0,0
20231113:0810,90.04,5.22,13.12,9.31,0,32414.4
20231113:0910,261.07,11.94,12.08,9.59,0,93985.2
20231113:1010,77.57,16.99,11.96,8.97,0,27925.2
20231113:1110,487.17,19.96,12.06,9.45,0,175381.2
20231113:1210,69.06,20.53,12.19,10.21,0,24861.6
20231113:1310,308.76,18.65,12.01,9.86,0,111153.6
20231113:1410,472.34,14.52,12,9.86,0,170042.4
20231113:1510,262.53,8.52,11.9,9.66,0,94510.8
20231113:1610,0,0,11.44,9.03,0,0
20231113:1710,0,0,11.21,8.62,0,0
20231113:1810,0,0,10.82,8.07,0,0
20231113:1910,0,0,10.52,7.93,0,0
20231113:2010,0,0,10.52,8.07,0,0
20231113:2110,0,0,10.35,7.66,0,0
20231113:2210,0,0,10.52,7.24,0,0
20231113:2310,0,0,10.29,7.24,0,0
20231114:0010,0,0,9.93,6.76,0,0
20231114:0110,0,0,10.21,6.41,0,0
20231114:0210,0,0,10.31,6.55,0,0
20231114:0310,0,0,10.23,6.34,0,0
20231114:0410,0,0,10.14,6.48,0,0
20231114:0510,0,0,10.15,6.14,0,0
20231114:0610,0,0,10.24,6,0,0
20231114:0710,0,0,10.55,5.52,0,0
20231114:0810,12.3,4.98,10.7,5.17,0,4428
20231114:0910,31.22,11.68,10.51,5.1,0,11239.2
20231114:1010,41.62,16.73,10.25,4.9,0,14983.2
20231114:1110,53.92,19.69,10.12,5.72,0,19411.2
20231114:1210,31.22,20.27,10.27,5.72,0,11239.2
20231114:1310,369.07,18.4,10.7,4.83,0,132865.2
20231114:1410,454.48,14.29,11.09,5.31,0,163612.8
20231114:1510,64.64,8.31,10.98,6,0,23270.4
20231114:1610,0,0,10.47,5.31,0,0
20231114:1710,0,0,9.85,4.97,0,0
20231114:1810,0,0,9.47,4.76,0,0
20231114:1910,0,0,9.44,4.83,0,0
20231114:2010,0,0,9.31,4.76,0,0
20231114:2110,0,0,9.34,5.1,0,0
20231114:2210,0,0,9.38,5.17,0,0
20231114:2310,0,0,9.42,5.03,0,0
20231115:0010,0,0,9.15,5.03,0,0
20231115:0110,0,0,8.92,5.03,0,0
20231115:0210,0,0,8.67,4.9,0,0
20231115:0310,0,0,8.4,4.9,0,0
20231115:0410,0,0,8.42,5.03,0,0
20231115:0510,0,0,8.22,4.76,0,0
20231115:0610,0,0,7.9,4.55,0,0
20231115:0710,0,0,7.99,4.62,0,0
20231115:0810,120.25,4.73,7.77,4.34,0,43290
20231115:0910,380.98,11.43,8.3,4.28,0,137152.8
20231115:1010,520.15,16.47,9.11,4.34,0,187254
20231115:1110,638.18,19.43,9.82,5.59,0,229744.8
20231115:1210,675.29,20.01,10.18,5.86,0,243104.4
20231115:1310,460.26,18.16,10.39,5.93,0,165693.6
20231115:1410,381.15,14.06,10.35,5.59,0,137214
20231115:1510,79.01,8.1,9.95,4.76,0,28443.6
20231115:1610,0,0,9.11,3.66,0,0
20231115:1710,0,0,8.24,2.76,0,0
20231115:1810,0,0,7.3,2.41,0,0
20231115:1910,0,0,7.17,2.28,0,0
20231115:2010,0,0,6.8,1.86,0,0
20231115:2110,0,0,6.05,1.59,0,0
20231115:2210,0,0,5.43,1.59,0,0
20231115:2310,0,0,4.97,1.66,0,0
20231116:0010,0,0,4.81,1.66,0,0
20231116:0110,0,0,5,1.93,0,0
20231116:0210,0,0,5.31,2.07,0,0
20231116:0310,0,0,5.75,2.48,0,0
20231116:0410,0,0,6.06,3.03,0,0
20231116:0510,0,0,6.26,3.1,0,0
20231116:0610,0,0,6.29,3.31,0,0
20231116:0710,0,0,6.14,3.59,0,0
20231116:0810,25.1,4.49,6.03,3.59,0,9036
20231116:0910,13.24,11.18,6.05,3.38,0,4766.4
20231116:1010,51.08,16.21,6.2,3.03,0,18388.8
20231116:1110,70,19.17,6.33,2.9,0,25200
20231116:1210,146.46,19.76,6.53,2.69,0,52725.6
20231116:1310,78.52,17.92,7.21,3.24,0,28267.2
20231116:1410,25.54,13.84,7.33,2.9,0,9194.4
20231116:1510,35.95,7.9,7.44,2.21,0,12942
20231116:1610,0,0,7.03,1.93,0,0
20231116:1710,0,0,5.93,2.28,0,0
20231116:1810,0,0,5.01,2.34,0,0
20231116:1910,0,0,5.2,2.55,0,0
20231116:2010,0,0,5.35,2.34,0,0
20231116:2110,0,0,5.48,2.76,0,0
20231116:2210,0,0,5.73,3.45,0,0
20231116:2310,0,0,5.87,4,0,0
20231117:0010,0,0,6.36,4.07,0,0
20231117:0110,0,0,6.44,3.79,0,0
20231117:0210,0,0,6.25,3.45,0,0
20231117:0310,0,0,6.03,3.31,0,0
20231117:0410,0,0,5.79,3.38,0,0
20231117:0510,0,0,5.48,3.1,0,0
20231117:0610,0,0,5.09,2.9,0,0
20231117:0710,0,0,4.99,2.76,0,0
20231117:0810,51.51,4.25,4.93,2.69,0,18543.6
20231117:0910,271.59,10.93,6.25,2.9,0,97772.4
20231117:1010,386.83,15.96,7.87,3.03,0,139258.8
20231117:1110,575.79,18.92,9.07,3.52,0,207284.4
20231117:1210,689.8,19.52,9.55,4.07,0,248328
20231117:1310,643.49,17.69,9.64,3.93,0,231656.4
20231117:1410,109.79,13.63,9.34,3.03,0,39524.4
20231117:1510,49.76,7.7,8.98,2.76,0,17913.6
20231117:1610,0,0,8.51,2.34,0,0
20231117:1710,0,0,8.2,2.48,0,0
20231117:1810,0,0,8.11,2.76,0,0
20231117:1910,0,0,8.15,2.62,0,0
20231117:2010,0,0,8.11,2.83,0,0
20231117:2110,0,0,8.14,2.97,0,0
20231117:2210,0,0,8.31,4.07,0,0
20231117:2310,0,0,8.76,4.9,0,0
20231118:0010,0,0,9.43,5.17,0,0
20231118:0110,0,0,9.89,6.07,0,0
20231118:0210,0,0,10.04,6.41,0,0
20231118:0310,0,0,10.3,6.34,0,0
20231118:0410,0,0,10.78,6.07,0,0
20231118:0510,0,0,11.52,5.66,0,0
20231118:0610,0,0,12.43,5.45,0,0
20231118:0710,0,0,12.92,5.59,0,0
20231118:0810,21.75,4.01,13.27,5.79,0,7830
20231118:0910,36.89,10.69,13.49,5.79,0,13280.4
20231118:1010,71.89,15.71,13.69,5.59,0,25880.4
20231118:1110,334.74,18.67,13.92,5.72,0,120506.4
20231118:1210,195.33,19.28,14.07,6.14,0,70318.8
20231118:1310,29.33,17.46,14.15,6.14,0,10558.8
20231118:1410,95.03,13.42,14.31,6.55,0,34210.8
20231118:1510,46.06,7.52,14.01,6.69,0,16581.6
20231118:1610,0,0,13.7,6.62,0,0
20231118:1710,0,0,13.27,6.41,0,0
20231118:1810,0,0,13.13,6.55,0,0
20231118:1910,0,0,12.74,6.62,0,0
20231118:2010,0,0,12.39,6.62,0,0
20231118:2110,0,0,12.01,6.83,0,0
20231118:2210,0,0,11.59,6.76,0,0
20231118:2310,0,0,11.19,6.62,0,0
20231119:0010,0,0,11.07,6.76,0,0
20231119:0110,0,0,10.85,6.9,0,0
20231119:0210,0,0,10.58,6.97,0,0
20231119:0310,0,0,10.68,7.24,0,0
20231119:0410,0,0,10.4,7.52,0,0
20231119:0510,0,0,10.41,7.66,0,0
20231119:0610,0,0,10.57,7.59,0,0
20231119:0710,0,0,10.61,7.72,0,0
20231119:0810,24.97,3.78,10.61,7.72,0,8989.2
20231119:0910,76.58,10.45,10.95,7.86,0,27568.8
20231119:1010,98.67,15.47,11.48,8.34,0,35521.2
20231119:1110,53.92,18.43,12,8.48,0,19411.2
20231119:1210,55.81,19.04,12.18,8.76,0,20091.6
20231119:1310,195.73,17.24,12.37,10.48,0,70462.8
20231119:1410,139.22,13.22,12.32,10,0,50119.2
20231119:1510,27.43,7.33,12.18,8.83,0,9874.8
20231119:1610,0,0,11.86,8.28,0,0
20231119:1710,0,0,11.25,7.45,0,0
20231119:1810,0,0,10.99,6.83,0,0
20231119:1910,0,0,10.5,6.21,0,0
20231119:2010,0,0,10.38,6.21,0,0
20231119:2110,0,0,10.18,6.21,0,0
20231119:2210,0,0,10.07,5.93,0,0
20231119:2310,0,0,9.74,5.66,0,0
20231120:0010,0,0,9.44,5.38,0,0
20231120:0110,0,0,9.19,5.38,0,0
20231120:0210,0,0,8.82,5.24,0,0
20231120:0310,0,0,8.7,5.17,0,0
20231120:0410,0,0,8.41,5.52,0,0
20231120:0510,0,0,8.5,5.86,0,0
20231120:0610,0,0,9.15,5.24,0,0
20231120:0710,0,0,9.32,4.14,0,0
20231120:0810,31.7,3.55,9.39,4.55,0,11412
20231120:0910,277,10.22,9.42,4.41,0,99720
20231120:1010,117.54,15.23,9.92,4.21,0,42314.4
20231120:1110,224.43,18.19,10.48,5.03,0,80794.8
20231120:1210,188.93,18.81,10.87,4.83,0,68014.8
20231120:1310,334.26,17.03,11.26,3.72,0,120333.6
20231120:1410,104.85,13.03,11.57,3.31,0,37746
20231120:1510,126.85,7.16,11.54,3.17,0,45666
20231120:1610,0,0,11.31,3.17,0,0
20231120:1710,0,0,10.61,3.17,0,0
20231120:1810,0,0,9.79,3.66,0,0
20231120:1910,0,0,10.21,4.07,0,0
20231120:2010,0,0,9.95,4.14,0,0
20231120:2110,0,0,9.36,3.72,0,0
20231120:2210,0,0,9.03,3.52,0,0
20231120:2310,0,0,8.98,3.52,0,0
20231121:0010,0,0,9.21,3.38,0,0
20231121:0110,0,0,9.44,3.45,0,0
20231121:0210,0,0,9.41,3.93,0,0
20231121:0310,0,0,9.64,4.48,0,0
20231121:0410,0,0,9.59,4.62,0,0
20231121:0510,0,0,9.02,4.83,0,0
20231121:0610,0,0,8.57,5.1,0,0
20231121:0710,0,0,8.64,5.17,0,0
20231121:0810,11.35,3.33,8.55,5.24,0,4086
20231121:0910,29.33,9.99,8.55,4.97,0,10558.8
20231121:1010,39.73,15,8.85,4.41,0,14302.8
20231121:1110,85.14,17.96,9.18,4.83,0,30650.4
20231121:1210,54.87,18.59,9.25,5.03,0,19753.2
20231121:1310,34.06,16.82,9.27,5.38,0,12261.6
20231121:1410,39.73,12.84,9.25,5.17,0,14302.8
20231121:1510,17.03,6.99,9.28,4.83,0,6130.8
20231121:1610,0,0,9.16,4.28,0,0
20231121:1710,0,0,8.83,4.14,0,0
20231121:1810,0,0,8.41,3.93,0,0
20231121:1910,0,0,7.62,3.38,0,0
20231121:2010,0,0,6.82,2.97,0,0
20231121:2110,0,0,6.08,2.48,0,0
20231121:2210,0,0,5.62,2.21,0,0
20231121:2310,0,0,5.19,1.66,0,0
20231122:0010,0,0,4.54,1.45,0,0
20231122:0110,0,0,3.68,1.66,0,0
20231122:0210,0,0,4.95,0.9,0,0
20231122:0310,0,0,5.1,0.76,0,0
20231122:0410,0,0,3.57,1.31,0,0
20231122:0510,0,0,3.24,1.59,0,0
20231122:0610,0,0,3.22,1.79,0,0
20231122:0710,0,0,3.81,2,0,0
20231122:0810,2.84,3.11,4.91,2.14,0,1022.4
20231122:0910,66.93,9.76,6.5,2.28,0,24094.8
20231122:1010,45.41,14.77,8.08,2.34,0,16347.6
20231122:1110,85.14,17.73,9.87,2.83,0,30650.4
20231122:1210,174.41,18.37,10.81,3.72,0,62787.6
20231122:1310,35.95,16.62,11.06,3.66,0,12942
20231122:1410,99.24,12.65,11.25,4.28,0,35726.4
20231122:1510,32.58,6.83,11.03,3.93,0,11728.8
20231122:1610,0,0,10.34,3.52,0,0
20231122:1710,0,0,9.46,3.45,0,0
20231122:1810,0,0,8.85,3.45,0,0
20231122:1910,0,0,9.85,3.79,0,0
20231122:2010,0,0,10.13,3.93,0,0
20231122:2110,0,0,10.25,4.07,0,0
20231122:2210,0,0,10.4,4.34,0,0
20231122:2310,0,0,10.39,4.62,0,0
20231123:0010,0,0,10.5,4.76,0,0
20231123:0110,0,0,10.54,4.76,0,0
20231123:0210,0,0,10.4,4.55,0,0
20231123:0310,0,0,10.04,4.34,0,0
20231123:0410,0,0,9.66,4.34,0,0
20231123:0510,0,0,9.39,4.34,0,0
20231123:0610,0,0,9.38,4.48,0,0
20231123:0710,0,0,9.44,4.55,0,0
20231123:0810,9.46,2.89,9.25,4.76,0,3405.6
20231123:0910,12.3,9.54,9.75,5.31,0,4428
20231123:1010,62.43,14.54,10.42,5.72,0,22474.8
20231123:1110,468.58,17.51,10.94,6.69,0,168688.8
20231123:1210,570.59,18.16,11.32,6.9,0,205412.4
20231123:1310,528.6,16.43,11.6,7.17,0,190296
20231123:1410,455.9,12.48,11.79,6.28,0,164124
20231123:1510,39.82,6.67,11.48,5.17,0,14335.2
20231123:1610,0,0,10.76,4.83,0,0
20231123:1710,0,0,10.29,4.76,0,0
20231123:1810,0,0,10.34,4.83,0,0
20231123:1910,0,0,10.85,5.31,0,0
20231123:2010,0,0,11.31,5.24,0,0
20231123:2110,0,0,11.53,5.24,0,0
20231123:2210,0,0,11.69,5.17,0,0
20231123:2310,0,0,11.57,4.97,0,0
20231124:0010,0,0,11.01,4.76,0,0
20231124:0110,0,0,10.09,4.48,0,0
20231124:0210,0,0,9.31,4.14,0,0
20231124:0310,0,0,8.45,4,0,0
20231124:0410,0,0,7.82,3.93,0,0
20231124:0510,0,0,7.21,3.93,0,0
20231124:0610,0,0,7,4,0,0
20231124:0710,0,0,7.03,3.86,0,0
20231124:0810,3.78,2.68,7.05,4,0,1360.8
20231124:0910,144.81,9.32,7.41,4.07,0,52131.6
20231124:1010,310.63,14.33,8.13,3.72,0,111826.8
20231124:1110,48.24,17.3,8.76,4.9,0,17366.4
20231124:1210,76.62,17.96,8.97,5.24,0,27583.2
20231124:1310,51.08,16.24,8.91,5.03,0,18388.8
20231124:1410,474.85,12.31,8.48,4.83,0,170946
20231124:1510,39.82,6.52,7.88,4.62,0,14335.2
20231124:1610,0,0,6.7,4,0,0
20231124:1710,0,0,5.45,3.52,0,0
20231124:1810,0,0,4.39,3.03,0,0
20231124:1910,0,0,3.58,2.9,0,0
20231124:2010,0,0,2.79,2.55,0,0
20231124:2110,0,0,1.98,2.21,0,0
20231124:2210,0,0,1.06,2.07,0,0
20231124:2310,0,0,0.19,2,0,0
20231125:0010,0,0,-0.47,2,0,0
20231125:0110,0,0,-0.99,1.93,0,0
20231125:0210,0,0,-1.33,1.86,0,0
20231125:0310,0,0,-1.41,1.79,0,0
20231125:0410,0,0,-1.46,1.72,0,0
20231125:0510,0,0,-1.12,1.52,0,0
20231125:0610,0,0,-0.47,1.24,0,0
20231125:0710,0,0,-1.2,1.17,0,0
20231125:0810,28.45,2.47,-0.82,1.1,0,10242
20231125:0910,295.41,9.11,-0.81,1.03,0,106347.6
20231125:1010,484.38,14.11,1.05,0.76,0,174376.8
20231125:1110,607.49,17.09,2.91,1.03,0,218696.4
20231125:1210,606.59,17.76,3.9,1.31,0,218372.4
20231125:1310,549.3,16.06,4.47,1.59,0,197748
20231125:1410,451.97,12.15,4.62,1.79,0,162709.2
20231125:1510,39.82,6.38,4.3,1.59,0,14335.2
20231125:1610,0,0,3.45,1.72,0,0
20231125:1710,0,0,2.29,1.38,0,0
20231125:1810,0,0,2.46,0.83,0,0
20231125:1910,0,0,1.7,0.97,0,0
20231125:2010,0,0,1.74,0.83,0,0
20231125:2110,0,0,1.77,0.69,0,0
20231125:2210,0,0,0.84,0.9,0,0
20231125:2310,0,0,0.18,1.03,0,0
20231126:0010,0,0,-0.02,0.97,0,0
20231126:0110,0,0,-0.41,1.1,0,0
20231126:0210,0,0,-0.49,1.45,0,0
20231126:0310,0,0,0.34,1.59,0,0
